movieId,title_cast,director,runtime,budget,plot_keywords
6903,,,,,
130638,Rainer Voss,Marc Bauder,88.0,,banker|bail out|high rise|global economic crisis of 2008
105133,Dustin Milligan|Amanda Crew|Richard de Klerk|Alexia Fast|Gabrielle Rose|Hrothgar Mathews|Benjamin Ratner|Tom Scholte|Michael Adamthwaite|Manoj Sood|Sophie Lui|John Cassini|Donna Yamamoto|John Tench|Anja Savcic,Arne Olsen,89.0,"$1,600,000",reliving same event|trapped in a time loop|time warp|time travel
1523,Vincent Gallo|Mykelti Williamson|Kiefer Sutherland|Kevin Pollak|Kim Dickens|Grace Phillips|James McDaniel|Rick Rossovich|John C. McGinley|Max Perlich|Rod Steiger|Martin Sheen|Scott Christopher|Steve O'Neill|Marshall Bell,Brad Mirman,106.0,,neo noir|directed by star|ex convict|drugs
90241,,,,,
73211,Stephen McHattie|Lisa Houle|Georgina Reilly|Hrant Alianak|Rick Roberts|Daniel Fathers|Beatriz Yuste|Tony Burgess|Boyd Banks|Hannah Fleming|Rachel Burns|Laura Nordin|Louis Negin|Diane Gordon|Daniel Park,Tony Burgess,93.0,"$1,500,000",talk radio|ontario canada|survival|post punk
90645,Rhys Ifans|Vanessa Redgrave|Sebastian Armesto|Rafe Spall|David Thewlis|Edward Hogg|Xavier Samuel|Sam Reid|Jamie Campbell Bower|Joely Richardson|Paolo De Vita|Trystan Gravelle|Robert Emms|Tony Way|Julian Bleach,John Orloff,130.0,"$30,000,000",conspiracy theory|william shakespeare character|elizabeth i character|historical fiction
4803,,,,,
121729,,,,,
1317,Walter Matthau|Ossie Davis|Amy Irving|Craig T. Nelson|Boyd Gaines|Martha Plimpton|Guillermo Díaz|Elina Löwensohn|Ron Rifkin|Marin Hinkle|Nancy Giles|Ranjit Chowdhry|Irwin Corey|Mina Bern|Salem Ludwig,Herb Gardner,135.0,,drugs|drug dealer|vaudeville act|park bench
606,Tony Todd|Kelly Rowan|William O'Leary|Bill Nunn|Matt Clark|David Gianopoulos|Fay Hauser|Joshua Gibran Mayweather|Timothy Carhart|Veronica Cartwright|Caroline Barclay|Michael Bergeron|Brianna Blanchard|Clotiel Bordeltier|Russell Buchanan,Clive Barker,95.0,,frame up|stabbing a woman|five word title|color in title
4500,,,,,
3752,Jim Carrey|Renée Zellweger|Anthony Anderson|Mongo Brownlee|Jerod Mixon|Chris Cooper|Michael Bowman|Richard Jenkins|Robert Forster|Mike Cerrone|Rob Moran|Daniel Greene|Tony Cox|Andrew Phillips|Jeremy Maleek Leggett,Peter Farrelly,116.0,"$51,000,000",dissociative identity disorder|multiple personality|idiot|sex aid
5695,,,,,
40015,Nanni Moretti|Silvio Orlando|Silvia Nono|Pietro Moretti|Agata Apicella Moretti|Nuria Schoenberg|Silvia Bonucci|Quentin de Fouchécour|Renato De Maria|Claudio Francia|Jacopo Francia|Matilde Francia|Daniele Luchetti|Giovanna Nicolai|Nicola Piepoli,Nanni Moretti,78.0,,election|life|singing|breaking the fourth wall
1554,Vivian Wu|Yoshi Oida|Ken Ogata|Hideko Yoshida|Ewan McGregor|Judy Ongg|Ken Mitsuishi|Yutaka Honda|Barbara Lott|Miwako Kawai|Lynne Langdon|Chizuru Ohnishi|Shiho Takamatsu|Aki Ishimaru|Hisashi Hidaka,Sei Shonagon,126.0,,writing on a body|nudity|tattoo|revenge
4784,,,,,
113725,Judy Creech|Cecil Scaife|Gene McFall|Wes Saunders|La Quita Scaife|Jim Rose|Billy Kent|Jimmy Little|Carl Haselton|Joe Scaife|Nathan Blackwell|Max Cannon|Bell Kent|Bondy Kent|Greg Pirkle,Ron Ormond,52.0,,christian|bible|dead children|religious conversion
4381,Daniel Auteuil|Gérard Depardieu|Thierry Lhermitte|Michèle Laroque|Jean Rochefort|Alexandra Vandernoot|Stanislas Forlani|Michel Aumont|Edgar Givry|Thierry René|Armelle Deutsch|Michèle Garcia|Laurent Gamelon|Vincent Moscato|Irina Ninova,Francis Veber,84.0,"FRF95,130,000",homophobia|pretending to be gay|homosexual|gay pride
7020,Hugo Weaving|Geneviève Picot|Russell Crowe|Heather Mitchell|Jeffrey Walker|Daniel Pollock|Frankie J. Holden|Frank Gallacher|Saskia Post|Belinda Davey|Cliff Ellen|Tania Uren|Robert James O'Neill|Anthony Rawling|Darko Tuscan,Jocelyn Moorhouse,86.0,,obsession|trust|restaurant|proof
81501,,,,,
90112,,,,,
6052,,,,,
103606,Greg Kinnear|Jennifer Connelly|Lily Collins|Nat Wolff|Kristen Bell|Logan Lerman|Liana Liberato|Michael Goodwin|Stephen King|Rusty Joiner|Patrick Schwarzenegger|David Carzell|Barbara Weetman|Alex ter Avest|Zeeko Zaki,Josh Boone,97.0,,brother sister relationship|writer|writer's block|three word title
75440,Will Ferrell|Michael Delaney|Pia Glenn|Adam Mucci|Patrick Ferrell,Marty Callner,,,president|american president|stand up|one man show
6985,,,,,
4420,,,,,
1279,Gena Rowlands|Winona Ryder|Lisanne Falk|Alan Randolph Scott|Anthony Portillo|Armin Mueller-Stahl|Giancarlo Esposito|Rosie Perez|Richard Boes|Isaach De Bankolé|Béatrice Dalle|Pascal N'Zonzi|Emile Abossolo M'bo|Stéphane Boucher|Noel Kaufmann,Jim Jarmusch,129.0,"$3,500,000",taxi|episodic structure|immigration|night
7294,Gene Hackman|Ray Romano|Marcia Gay Harden|Maura Tierney|Christine Baranski|Fred Savage|Rip Torn|June Squibb|Wayne Robson|John Rothman|Karl Pruner|David Macniven|Jackie Richardson|Paul Bates|Reagan Pasternak,Doug Richardson,110.0,"$30,000,000",mayor|small town|underwear|political campaign
3077,Bruce Balden|Jacqueline Bassett|Symon Basterfield|Andrew Brackfield|John Brisby|Suzanne Dewey|Charles Furneaux|Nicholas Hitchon|Neil Hughes|Lynn Johnson|Paul Kligerman|Susan Sullivan|Tony Walker,Bruce Balden,139.0,,twin towers|london england|lifespan|lifespan development
115006,Christian Manders|Nelleke|Moniek Toebosch,Frans Zwartjes,15.0,,
58770,Billie Piper|Luke Mably|Sam Troughton|Emma Catherwood|Alsou|Chiké Okonkwo|Ovidiu Matesan|Kitt Smith|Miruna Biranu Chetu|Oxana Moravec|Gillian Scotney|Robert Goodman|Colin Dent|Ion Stroe|Ciucarel Marinel,Rohan Candappa,91.0,"GBP3,000,000",haunted mansion|life for a life|life force|trapped
7784,Karen Allen|Chris Mulkey|Ted Marcoux|Wil Horneff|Jessica Walter|Brandon Quintin Adams|Rick Ducommun|Nancy Fish|Jack Laufer|Shevonne Durkin|Richard McKenzie|Mimi Lieber|Mickey Gilbert|Ken Thorley|Carl Gabriel Yorke,Rachel Talalay,95.0,"$12,000,000",title directed by female|supernatural horror|movie reality crossover|slasher
6778,Necmettin Çobanoglu|Nur Sürer|Emin Sivas|Erdinç Akbas|Yaman Okay|Yasar Güner|Hüseyin Mete|Yaman Tarcan|Selahattin Firat|Meryem Çaki|Mustafa|Mehmet|Fatma|Sükran|Zeynep,Xavier Koller,110.0,,switzerland|lake como|smuggling|immigrant
58059,,,,,
1267,,,,,
5044,,,,,
105961,Megumi Kobayashi|Sayaka Yamaguchi|Aki Hano|Hikari Mitsushima|Masaki Otake|Shimada Maganao|Atsushi Okuno|Hajime Okayama|Maho Nonami|Mizuho Yoshida|Masahiro Noguchi|Kazushi Nemoto|Kentarô Sakai|Misako Konno|Masahiro Sato,Masumi Suetani,,"JPY1,000,000,000",psychotronic film|mothra character|monster|giant monster
6150,,,,,
83446,,,,,
55078,,,,,
7182,,,,,
4979,Gene Hackman|Anjelica Huston|Ben Stiller|Gwyneth Paltrow|Luke Wilson|Owen Wilson|Bill Murray|Danny Glover|Seymour Cassel|Kumar Pallana|Alec Baldwin|Grant Rosenmeyer|Jonah Meyerson|Aram Aslanian-Persico|Irina Gorovaia,Wes Anderson,110.0,"$21,000,000",family relationships|forbidden love|unconventional family|eccentric family
120076,Brittany Hayes|Ruby McCollister|Zak Astor|Grace Song|Thomas Banuelos|Eugene Cyle Wesley Jackson|Wyndoline Landry|Elizabeth Parra|Bronwyn Reed|Joshua Rodriguez|Michelle Sui|Carmyn Xoluv,Scott Hamilton Kennedy,101.0,,fame|high school|los angeles county high school for the arts|dance
33801,Masahiro Matsuoka|Rei Kikukawa|Don Frye|Maki Mizuno|Kazuki Kitamura|Kane Kosugi|Kumi Mizuno|Akira Takarada|Kenji Sahara|Masakatsu Funaki|Masami Nagasawa|Chihiro Ohtsuka|Wataru Shihôdô|Kenta Suga|Shigeru Izumiya,Koji Hashimoto,125.0,"$19,500,000",flying sub|kaiju|arizona|final battle
1177,Josie Lawrence|Miranda Richardson|Alfred Molina|Neville Phillips|Jim Broadbent|Michael Kitchen|Joan Plowright|Polly Walker|Stephen Beckett|Matthew Radford|Davide Manuli|Vittorio Duse|Adriana Facchetti|Anna Longhi,Elizabeth von Arnim,95.0,,italy|retreat|socialite|friendship
7004,,,,,
105444,Yilmaz Güney|Nebahat Çehre|Hayati Hamzaoglu|Nihat Ziyalan|Necla Aksoy|Çetin Basaran|Enver Dönmez|Ihsan Gedik|Selahattin Geçgel|Hasan Kapili|Ahmet Koç|Ali Sadan|Seyfi Sudun|Ahmet Danyal Topatan|Sami Tunç,Yilmaz Güney,81.0,,ostern|eastern
27081,Katrin Cartlidge|Vincent D'Onofrio|Colm Meaney|Patrick Husted|Muriel Maida|Madison Arnold|Jim Frangione|Ed Hodson|Sean Powers|Sally Stark|Maryann Plunkett|Sarah Rose Hendrickson|Candy Buckley|Lizbeth MacKay|Svetlana Jovanovich,Lodge Kerrigan,95.0,,character name as title|two word title|pimp|taxi
5056,,,,,
116191,John Jarratt|Ryan Corr|Shannon Ashlyn|Philippe Klaus|Shane Connor|Ben Gerrard|Gerard Kennedy|Annie Byron|Lucy Bayet|Chloé Boreham|Sebastian Freeman|Ryan Clarke|Thomas Green|Maria Volk|Sarah Roberts,Greg McLean,106.0,"$7,200,000",characters murdered one by one|psychopathic murderer|slasher murderer|tourist
108891,,,,,
1915,Marcello Mastroianni|Jean-Yves Gautier|Leonor Silveira|Diogo Dória|Isabel de Castro|Cécile Sanz de Alba|José Pinto|Adelaide Teixeira|Isabel Ruth|Manoel de Oliveira|José Maria Vaz da Silva|Fernando Bento|Mário Moutinho|Jorge Mota|Sara Alves,Manoel de Oliveira,,,star died before release|lead actor's last film
101301,Brit Morgan|Seth David Mitchell|Noah Segan|Jessica Wiley|Sedona James|Tatum Shane|Carter Graham|Brian Girard|Hetty Vankestereh|Russell Criswell|Federico Pena|Laurie Guevara-Stone|Madelyn Jamelle|Justin Clifton|Savy Starlee,Andrew Hyatt,95.0,"$250,000",accident|aristocracy|backwoods|blood on snow
116971,,,,,
26249,,,,,
82452,Danny Denzongpa|Gauri|Aungchuk|Shakeel Khan|Yashpal Sharma|Raj Zutshi|Aamir Bashir|Denzil Smith|Anuradha Baral|Sonam Stobgias Gorky|Sanjay Swaraj|Stanzin Jordan|Singhe|Shilpa Shukla|Manish Mathur,Shivajee Chandrabhushan,,,
73639,,,,,
106006,Gary Busey|Kim Cattrall|Darlanne Fluegel|Jeff Griggs|Blu Mankuma|Leam Blackwood|Laurie Briscoe|Michael Tiernan|Douglas Arthurs|Deryl Hayes|Philip Granger|Serge Houde|Stacy Grant|Frank Ferrucci|Sharlene Martin,Michael Berlin,,,serial killer|two word title|male protagonist|police protagonist
26996,Patrick Stewart|Kimberly Williams-Paisley|Hector Elizondo|Joy Kilpatrick|Craig Shoemaker|James Harlow|Richard Livingston|Julia Vera|Brenda James|Robert Lee Barry|Scott Zacky|Wayne Demaline|Hank Garrett,Eric Steven Stahl,112.0,,alzheimer's disease|die hard scenario|shot to death|death
73989,,,,,
87882,Akshay Kumar|Sunil Shetty|Katrina Kaif|Sameera Reddy|Paresh Rawal|Manoj Joshi|Johnny Lever|Rajpal Yadav|Tinnu Anand|Aditi Govitrikar|Chunky Pandey|Archana Puran Singh|Asrani|Neha Dhupia|Shakti Kapoor,Jay Master,,"INR1,000,000",neo screwball comedy|hotel|comedy of errors|locked in a closet
121139,Mary-Kate Olsen|Ashley Olsen|Martin Mull|Michele Greene|Patrick Cassidy|Ben Cardinal|Leon Pownall|Peg Phillips|Wes Tritter|Heather Lea MacCallum|Shaun Johnston|Daniel Libman|Elizabeth Olsen|Jacqueline Robbins|Joyce Robbins,Stuart Margolin,96.0,,whitewater rafting|ranch|female protagonist|little girl
2883,Loren Dean|Hope Davis|Jason Lee|Alfre Woodard|Mary McDonnell|Pruitt Taylor Vince|Zooey Deschanel|Martin Short|David Paymer|Jane Adams|Dana Ivey|Kevin Tighe|Ted Danson|Jason Ritter|Elisabeth Moss,Lawrence Kasdan,112.0,"$28,000,000",psychologist|secret|small town|investigation
33393,,,,,
98045,Jeanne Balibar|Romane Bohringer|Julie Depardieu|Mélanie Doutey|Marina Foïs|Estelle Lefébure|Maïwenn|Linh Dan Pham|Charlotte Rampling|Muriel Robin|Karole Rocher|Karin Viard|JoeyStarr|Nicolas Briançon|Yvan Attal,Maïwenn,,,male full frontal nudity|male pubic hair|pubic hair|f rated
66579,Armand Assante|Dina Meyer|Lacey Chabert|Sergi Mateu|Ferran Lahoz|David Selvas|Jorge Bosch|Ricard Sales|Miquel Gelabert|Toby Harper|Bert Palmen|Cristina García Borràs|Momo Ballesteros|Ariadna Zhang|Tamara Hubert,Dan Dworkin,95.0,,
27356,Jerzy Stuhr|Anna Dymna|Dominika Bednarczyk|Blazej Wójcik|Andrzej Franczyk|Feliks Szajnert|Zbigniew Kaleta|Andrzej Kozak|Radoslaw Krzyzowski|Stanislaw Banas|Piotr Dabrowski|Zbigniew Rola|Ewa Worytkiewicz|Malgorzata Zabkowska|Beata Schimscheiner,Jerzy Stuhr,73.0,,camel|circus animal|bureaucracy|poland
83616,Andy McCoy|Angela Nicoletti|Dave Lindholm|Michael Monroe|Pelle Miljoona|Remu Aaltonen|Esa Anttila|Heikki Killinen|Lauri Hakala|Akash Khurana|Marco Melander|Hanoi Rocks|Birgitta Lindholm|Martin Nugent|Niina Nurminen,Pekka Lehto,,"FIM3,418,808",pseudo documentary|musician|rock musician|artist
54617,Jean Dujardin|Clovis Cornillac|Élodie Bouchez|Bruno Salomone|Alexandra Lamy|François Chattot|Mathias Mlekuz|Patrick Ligardes|Isabelle Caubère|Delphine Chanéac|Antoine Duléry|Jérémie Quaegebeur|Didier Menin|Xavier Boiffier|Alexandra Fleischer,Karine Angeli,,"EUR5,340,000",france|yellow|riviera|surf
87168,Connie Nielsen|Aidan Quinn|John Bell|Jack Gleeson|Tara Alice Scully|Niamh Shaw|Kieran Lagan|Frances Quinn|Karl O'Neill|Joy McBrinn|Ian McElhinney|Lee Satell|Adam Downey|Shane Mahon|Fionn O'Shea,Vic Sarin,,"CAD6,000,000",ireland|rainbow|island|love
54648,Chris Tucker|Jackie Chan|Max von Sydow|Hiroyuki Sanada|Yvan Attal|Yûki Kudô|Noémie Lenoir|Jingchu Zhang|Tzi Ma|Dana Ivey|Henry O|Mia Tyler|Michael Chow|David Niven Jr.|Oanh Nguyen,Jeff Nathanson,91.0,"$140,000,000",repeat sequel|cleavage|in the cross hairs|luxury car
99397,Jorma Tommila|Tarja-Tuulikki Tarsala|Hannu Huuska|Outi Mäenpää|Rauno Juvonen|Iris-Lilja Lassila|Chelaf Abdeslam|Jari Halonen|Riitta Pasanen|Pentti Korhonen|Jouni Nikkanen|Inkvar Jaska|Esko Hukkanen|Ulla Koivuranta|Raimo Linden,Jari Halonen,83.0,,year 2037|private detective|male nudity|reference to marilyn monroe
97046,David Weidoff|John Patrick Jordan|Mitch Eakins|Brian Lloyd|Robin Sydney|Kristyn Green|Tommy Chong|Michelle Mais|Jacob Witkin|Kristen Caldwell|Phil Fondacaro|Tim Thomerson|Bill Moseley|Brandi Cunningham|Dana Danes,Charles Band,86.0,,bong|college|marijuana|hot wheels
79533,,,,,
79195,Ajay Devgn|Aishwarya Rai Bachchan|Annu Kapoor|Mouli Ganguly|Pradip Adhikari|Kailash Koppikar|Kameshwar Mishra|Dilip Patra|Surekha Sikri|Sameer Dharmadhikari|Gulzar,Rituparno Ghosh,117.0,,raincoat|money|one word title|lie
33956,,,,,
8861,Milla Jovovich|Sienna Guillory|Oded Fehr|Thomas Kretschmann|Sophie Vavasseur|Razaaq Adoti|Jared Harris|Mike Epps|Sandrine Holt|Matthew G. Taylor|Zack Ward|Iain Glen|Dave Nichols|Stefen Hayes|Geoffrey Pounsett,Paul W.S. Anderson,94.0,"$45,000,000",bare breasts|bangs|blonde woman|barefoot woman
5088,,,,,
73641,,,,,
85450,,,,,
61013,Frank Giering|Florian Lukas|Antoine Monot Jr.|Julia Hummer|Jochen Nickel|Albert Kitzl|Guido A. Schick|Silvana Bosi|Marcnesium|Johannes Silberschneider|Barbara de Koy|Gustav-Peter Wöhler|Michael Sideris|Hannes Hellmann|Peter Franke,Sebastian Schipper,80.0,"DEM2,500,000",elvis impersonator|fast food|cook|mechanic
99828,Molly Windsor|Robert Carlyle|Susan Lynch|Craig Parkinson|Andrea Lowe|Karl Collins|Johann Myers|Michael Socha|Darren Campbell|Kerry Stacey|Ladene Hall|Penny Morton|Marie Wheeler-King|Lauren Socha|Christopher Russell,Tony Grisoni,106.0,,abandonment|f rated|tween girl|social worker
31437,Yûya Yagira|Ayu Kitaura|Hiei Kimura|Momoko Shimizu|Hanae Kan|You|Kazuyoshi Kushida|Yukiko Okamoto|Sei Hiraizumi|Ryô Kase|Takako Tate|Yûichi Kimura|Ken'ichi Endô|Susumu Terajima|Shinichi Hashizawa,Hirokazu Koreeda,141.0,,child abandonment|enjo kosai|boy|child living alone
32737,,,,,
7280,,,,,
4306,Mike Myers|Eddie Murphy|Cameron Diaz|John Lithgow|Vincent Cassel|Peter Dennis|Clive Pearse|Jim Cummings|Bobby Block|Chris Miller|Cody Cameron|Kathleen Freeman|Michael Galasso|Christopher Knights|Simon J. Smith,Vicky Jenson,90.0,"$60,000,000",onion|epic|exploding animal|arm ripped off
95735,,,,,
126510,Alice Taglioni|Patrick Bruel|Marine Delterme|Michel Aumont|Marie-Christine Adam|Louis-Do de Lencquesaing|Margaux Chatelier|Yannick Soulier|Arsène Mosca|Gladys Cohen|Julie Martel|Roman Guisset|Juliette Kruh|Paul-Edouard Gondard|Jacques Ciron,Sophie Lellouche,77.0,,woody allen|paris france|alarm system|love
88252,Gísli Örn Garðarsson|Nína Dögg Filippusdóttir|Ólafur Darri Ólafsson|Andri Snær Magnason|Hanna María Karlsdóttir|Kristín María Brink|Erlendur Eiríksson|Þröstur Leó Gunnarsson|Hafsteinn Gunnar Hafsteinsson|Sigurþór Albert Heimisson|Andri Snær Helgason|Ellert Ingimundarson|Margrét Helga Jóhannsdóttir|Kristbjörg Kjeld|Hjalti Rögnvaldsson,Ragnar Bragason,93.0,,single mother|duology|teenager|iceland
27823,Julian Sands|Elsa Pataky|John Sharian|Gary Piquer|David Gant|Maru Valdivielso|Luna McGill|Carlos Reig-Plaza|Reg Wilson|Ivana Baquero|Laura Mañá|Sergi Ruiz|Itziar Fenollar|Carlos Sante|Jaume Montané,Paco Plaza,90.0,"EUR4,500,000",werewolf|male frontal nudity|male nudity|costume horror
118099,María Onetto|Gabriel Goity|Arturo Goetz|Henny Trayles|Felipe Villanueva|Julián Doregger|Nora Zinski|Marcela Guerty|Mirta Wons|Mercedes Fraile|Denise Groesman|Jimena Ruiz-Echazú|Pacho Guerty|Nestor Caniglia|Carolina Adamovsky,Natalia Smirnoff,,,puzzle|f rated|puzzle box
5850,,,,,
44694,Penélope Cruz|Carmen Maura|Lola Dueñas|Blanca Portillo|Yohana Cobo|Chus Lampreave|Antonio de la Torre|Carlos Blanco|María Isabel Díaz Lago|Neus Sanz|Leandro Rivera|Pepa Aniorte|Yolanda Ramos|Elvira Cuadrupani|María Alfonsa Rosso,Pedro Almodóvar,121.0,"EUR7,450,000",rape|death|secret|abusive father
8850,,,,,
4229,Chris Klein|Heather Graham|Orlando Jones|Sally Field|Richard Jenkins|John Rothman|Jack Plotnick|Eddie Cibrian|Mark Pellegrino|Brent Hinkley|Henry Cho|Richard Riehle|Brent Briscoe|Ezra Buzzington|Julie White,Peter Gaulke,95.0,"$25,000,000",brother sister incest|love|miniskirt|pinup
79067,,,,,
48193,Rüdiger Vogler|Patrick Bauchau|Vasco Sequeira|Canto e Castro|Viriato Jose da Silva|João Canijo|Ricardo Colares|Joel Cunha Ferreira|Sofia Bénard da Costa|Vera Cunha Rocha|Elisabete Cunha Rocha|Teresa Salgueiro|Pedro Ayres Magalhães|Rodrigo Leão|Gabriel Gomes,Wim Wenders,100.0,,foley artist|sound|sound effect|lisbon portugal
69269,Saif Ali Khan|Preity Zinta|Arshad Warsi|Javed Jaffrey|Jugal Hansraj|Tania Zaetta|Kunal Vijaykar|Ravi Khote|Kavita Kapoor|Maria Goretti|Siddhant Ashar|Zeke Zidaan|Azaan Ali Khan|Padam Bhushan|Bonnie Hill,Siddharth Anand,158.0,,chef|stupidity|melbourne australia|sex
4439,,,,,
2771,Claire Danes|Kate Beckinsale|Bill Pullman|Jacqueline Kim|Lou Diamond Phillips|Daniel Lapaine|Tom Amandes|Aimee Graham|John Doe|Kay Tong Lim|Beulah Quo|Henry O|Bahni Turpin|Amanda De Cadenet|Inthira Charoenpura,Adam Fields,100.0,"$25,000,000",f rated|frame up|bangkok thailand|teenage girl
26730,Steve Oedekerk|Thomas F. Wilson|Denise Crosby|Fred Willard|Jani Lane|Kirsten Dunst|Ed Williams|Ivy Austin|Paul Ryan|Mark Eugene Roberts|Julie Araskog|Toni Sawyer,Robert Kuhn,93.0,"$300,000",breaking the fourth wall|scene during end credits|downward spiral|writer
4672,,,,,
45175,Joel Edgerton|Chiwetel Ejiofor|Sarah-Jane Potts|Jemima Rooper|Nick Frost|Linda Bassett|Robert Pugh|Ewan Hooper|Stephen Marcus|Mona Hammond|Kellie Bright|Joanna Scanlan|Geoffrey Streatfeild|Leo Bill|Gwenllian Davies,Geoff Deane,107.0,,drag queen|homophobia|gender roles|gender bending
86715,,,,,
3229,,,,,
3589,,,,,
106727,Albert Dupontel|Sandrine Kiberlain|Nicolas Marié|Philippe Uchan|Philippe Duquesne|Bouli Lanners|Christian Hecq|Gilles Gaston-Dreyfus|Michel Fau|Laure Calamy|Yolande Moreau|Michèle Bernard-Requin|Alex Fondja|John Arnold|Babetida Sadjo,Héctor Cabello Reyes,82.0,"EUR7,124,618",false accusation|innocence|celebrity cameo|cameo
103609,Christopher Reid|Christopher Martin|Andre Rosey Brown|Meshach Taylor|Mariann Aalda|Loretta Devine|Rick Ducommun|Tony Simotes|Jeff Jensen|Simply Marvalous|Jack 'The Rapper' Gibson|Raye Birk|Rhea Perlman|Graham Galloway|Gabe Green,Michael Swerdlick,98.0,"$7,500,000",mistaken identity|student|genius|juvenile delinquent
8652,,,,,
110597,,,,,
1912,George Clooney|Jennifer Lopez|Jim Robinson|Mike Malone|Ving Rhames|Don Cheadle|Donna Frenzel|Catherine Keener|Manny Suárez|Dennis Farina|Keith Hudson|Steve Zahn|Albert Brooks|Luis Guzmán|Paul Soileau,Elmore Leonard,123.0,"$48,000,000",opposites attract|bank robbery|u.s. marshal|prison
2043,,,,,
118326,Ben Barnes|Leighton Meester|Slaine|Ritchie Coster|Toby Jones|Harvey Keitel|Paul Ben-Victor|Kenny Wormald|Jay Giannone|Tully Banta-Cain|William Bloomfield|Damien Di Paola|Armen Garo|Robert Masiello|Sasha Olson,Emilio Mauro,110.0,,mafia|criminal|gangster|stolen money
75979,,,,,
328,John Kassir|Billy Zane|William Sadler|Jada Pinkett Smith|Brenda Bakke|CCH Pounder|Dick Miller|Thomas Haden Church|John Schuck|Gary Farmer|Charles Fleischer|Tim DeZarn|Sherrie Rose|Ryan O'Donohue|Tony Salome,Ethan Reiff,92.0,"$13,000,000",loud sex|bus|gore|demon
98485,Ireneusz Czop|Jerzy Szymkiewi|Wojciech Walasik|Zbigniew Zamachowski|Andrzej Mastalerz|Maciej Stuhr|Anita Poddebniak|Magdalena Gnatowska|Monika Kisla|Ryszard Ronczewski|Wojciech Zielinski|Radoslaw Hebal|Zuzana Fialová|Filip Plawiak|Zbigniew Konopka,Wladyslaw Pasikowski,107.0,,
51933,Terrence Howard|Bernie Mac|Kimberly Elise|Tom Arnold|Brandon Fobbs|Alphonso McAuley|Regine Nehy|Nate Parker|Kevin Phillips|Scott Eastwood|Evan Ross|Gary Anthony Sturgis|Jesse Moore|Carol Sutton|Tony Bentley,Kevin Michael Smith,104.0,,cheyney university|bala cynwyd pennsylvania|main line academy|unemployment office
2342,Hugh Dillon|Callum Keith Rennie|John Pyper-Ferguson|Bernie Coulson|Julian Richings|Benita Ha|Claudia Ferri|Joey Ramone|Corrine Koslo|Bruce McDonald|Danny Nowak|Jochen A. Schliessler|Jeremy Bishop|Tony Tucker|Art Bergmann,Noel S. Baker,92.0,,band|documentary filmmaking|rock band reunion|mockumentary
41126,,,,,
67356,Jesse Metcalfe|Kiele Sanchez|Peter Stormare|Kevin Sussman|Evan Parke|Olivia Munn|Carla Gallo|Armin Shimerman|Lisa Arturo|Kurt Caceres|Molly Bryant|Dale Waddington|Mark Kelly|Sharon Schaffer|Jeff Buhler,Jeff Buhler,89.0,"$3,000,000",man in a straightjacket|mental institution|blood on clothes|nymphomaniac
67980,,,,,
116949,,,,,
87771,Götz Aly|Senta Berger|August Zirner,Michael Verhoeven,91.0,,anti semitism|expropriation|nazi germany|nazi law
61160,Matt Lanter|Ashley Eckstein|James Arnold Taylor|Dee Bradley Baker|Tom Kane|Nika Futterman|Ian Abercrombie|Corey Burton|Catherine Taber|Matthew Wood|Kevin Michael Richardson|David Acord|Samuel L. Jackson|Anthony Daniels|Christopher Lee,Henry Gilroy,98.0,"$8,500,000",mace windu character|obi wan kenobi character|emperor palpatine character|yoda character
840,Kyle Howard|Herbert Russell|Jamie Lee Curtis|Kevin Pollak|Amy Sakasitz|Mooky Arizona|Caroline Aaron|Alex Seltz-Wald|Josh Wolford|Wallace Shawn|Jennifer Love Hewitt|Patrika Darbo|Ray Walston|Christopher McDonald|Colleen Camp,Michael Hitchcock,108.0,,wanting parents back together|motherhood|police officer|basement
1843,BD Wong|Bronson Pinchot|Jennifer Coolidge|Joseph Ashton|Gary LeRoi Gray|Carl Michael Lindner|Scarlett Pomers|Travis Tedford|David Dukes|Spencer Klein|Sam McMurray|Terry Walters|Bodhi Elfman|Terri Garber|Rick Lawless,Barnet Kellman,78.0,,field trip|elementary school|little boy|little girl
54239,,,,,
1953,,,,,
26084,,,,,
96419,,,,,
928,,,,,
388,James Andrews|Mary Beth Aylesworth|Mike Barbour|Steve Bilich|Wendy Brokaw|Bojesse Christopher|Dennis Christopher|Adrian Davey|Kimberly Flynn|Richard Foster|Will Gorgess|Terry Herrington|Nick Kokotakis|Russell Scott Lewis|Matt Nolan,Robert Lee King,91.0,,compilation of short films|gay|male in shower|public shower
70204,,,,,
92122,Hani Furstenberg|Gael García Bernal|Bidzina Gujabidze|Tali Pitakhelauri|Tako Pitakhelauri|Ani Kushashvili|Kati Jamarjashvili|Nino Pitakhelauri|Khatia Kushashvili|Taira Pitakshelauri|Amiran Gudrshauri|Joni Khueishivili|Dato Taiklauri|Lado Gudushauri|Gin Takiklauri,Tom Bissell,113.0,,animal horn|man in underwear|title directed by female|caucasus mountains
92938,Nicolas Cage|Violante Placido|Ciarán Hinds|Idris Elba|Johnny Whitworth|Fergus Riordan|Spencer Wilding|Sorin Tofan|Jacek Koman|Anthony Head|Cristian Iacob|Christopher Lambert|Jai Stefan|Vincent Regan|Ionut Cristian Lefter,Brian Taylor,96.0,"$57,000,000",marvel comics|comicbook movie|weapon|motor vehicle
